PetId,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll
417,2014-01-10,2018-05-14,Cat,Mixed Breed,8 weeks to 12 months old
418,2019-11-24,,Dog,Golden Retriever,1 year old
419,2016-01-21,2019-08-14,Cat,Mixed Breed,1 year old
420,2014-08-19,2014-11-04,Cat,Mixed Breed,8 weeks to 12 months old
421,2011-02-22,2012-03-08,Cat,Mixed Breed,5 years old
422,2018-11-22,,Cat,Mixed Breed,8 weeks to 12 months old
423,2012-11-01,2017-01-24,Dog,Mixed Breed,4 years old
424,2014-05-12,2014-12-09,Dog,Mixed Breed,5 years old
425,2016-06-27,,Dog,Mixed Breed,8 weeks to 12 months old
426,2015-04-01,,Dog,French Bulldog,8 weeks to 12 months old
427,2017-09-25,,Cat,Mixed Breed,8 weeks to 12 months old
428,2011-04-01,2012-12-10,Dog,Mixed Breed,8 weeks to 12 months old
429,2016-12-18,,Dog,Mixed Breed,5 years old
430,2015-01-20,2017-02-12,Cat,Mixed Breed,1 year old
431,2013-03-12,2016-06-22,Dog,French Bulldog,8 weeks to 12 months old
432,2015-11-28,,Cat,Mixed Breed,6 years old
433,2016-01-21,,Dog,Mixed Breed,1 year old
434,2013-11-11,,Dog,Golden Retriever,8 weeks to 12 months old
435,2012-01-16,,Dog,Mixed Breed,2 years old
436,2015-04-23,,Dog,Golden Retriever,8 weeks to 12 months old
437,2014-08-27,,Cat,Mixed Breed,8 weeks to 12 months old
438,2012-11-08,,Dog,Mixed Breed,8 weeks to 12 months old
439,2015-10-31,2016-02-08,Cat,Mixed Breed,2 years old
440,2017-03-17,2018-09-12,Dog,Chihuahua,1 year old
441,2013-12-17,2015-07-24,Dog,Mixed Breed,8 weeks to 12 months old
442,2014-12-01,,Dog,Mixed Breed,8 weeks to 12 months old
443,2015-05-18,,Dog,Mixed Breed,8 weeks to 12 months old
444,2017-01-13,,Dog,Mixed Breed,8 weeks to 12 months old
445,2019-04-06,2019-04-30,Cat,Mixed Breed,4 years old
446,2019-02-11,2019-03-08,Cat,Mixed Breed,4 years old
447,2014-03-04,2014-12-31,Cat,Mixed Breed,8 weeks to 12 months old
448,2012-04-03,,Dog,Mixed Breed,8 weeks to 12 months old
449,2018-04-07,2018-12-04,Dog,Golden Retriever,2 years old
450,2015-11-17,2016-04-25,Dog,Mixed Breed,8 weeks to 12 months old
451,2018-08-24,2019-03-22,Cat,Mixed Breed,8 weeks to 12 months old
452,2014-12-30,2016-09-12,Cat,Mixed Breed,2 years old
453,2018-09-01,,Dog,French Bulldog,8 weeks to 12 months old
454,2016-06-22,,Cat,Mixed Breed,8 weeks to 12 months old
455,2018-10-22,2018-12-19,Dog,Chihuahua,5 years old
456,2014-06-23,,Dog,Chihuahua,8 weeks to 12 months old
457,2013-05-19,2014-11-01,Cat,Mixed Breed,12 years old
458,2011-06-09,2011-09-12,Dog,Mixed Breed,11 years old
459,2016-07-30,,Dog,Mixed Breed,8 weeks to 12 months old
460,2016-10-24,,Cat,Mixed Breed,4 years old
461,2017-01-23,,Dog,Chihuahua,9 years old
462,2012-05-25,2013-08-20,Dog,Mixed Breed,12 years old
463,2019-09-17,,Cat,Mixed Breed,8 weeks to 12 months old
464,2018-11-03,,Dog,Mixed Breed,8 weeks to 12 months old
465,2010-04-30,2010-09-30,Cat,Mixed Breed,8 years old
466,2017-08-22,2018-12-04,Cat,Ragdoll,1 year old
467,2019-03-19,,Cat,Mixed Breed,6 years old
468,2016-09-08,2016-09-12,Dog,Mixed Breed,8 weeks to 12 months old
469,2017-10-10,,Dog,French Bulldog,8 weeks to 12 months old
470,2018-07-09,2019-05-21,Cat,Mixed Breed,1 year old
471,2018-06-30,,Dog,Mixed Breed,8 weeks to 12 months old
472,2015-05-11,,Dog,Mixed Breed,8 weeks to 12 months old
473,2015-12-08,2017-02-12,Cat,Mixed Breed,8 weeks to 12 months old
474,2018-12-11,2019-01-18,Dog,Chihuahua,5 years old
475,2014-05-30,2015-02-05,Dog,Chihuahua,8 weeks to 12 months old
476,2016-04-23,2016-09-01,Dog,Mixed Breed,1 year old
477,2014-03-02,2017-08-02,Cat,Mixed Breed,8 weeks to 12 months old
478,2019-10-29,,Cat,Mixed Breed,5 years old
479,2018-06-25,2018-07-24,Cat,Mixed Breed,1 year old
480,2016-09-23,2017-02-23,Dog,Mixed Breed,8 weeks to 12 months old
481,2016-03-19,,Cat,Mixed Breed,1 year old
482,2016-08-22,,Dog,Mixed Breed,8 weeks to 12 months old
483,2014-01-15,,Dog,Mixed Breed,1 year old
484,2019-10-31,,Cat,Mixed Breed,8 weeks to 12 months old
485,2016-08-22,2016-10-31,Cat,Mixed Breed,8 weeks to 12 months old
486,2015-06-08,2015-11-16,Dog,Chihuahua,8 weeks to 12 months old
487,2013-12-30,2014-06-03,Dog,Mixed Breed,1 year old
488,2011-04-05,2012-02-06,Dog,Chihuahua,2 years old
489,2015-03-21,2015-12-21,Cat,Mixed Breed,8 weeks to 12 months old
490,2011-04-03,2017-05-28,Dog,Chihuahua,9 years old
491,2011-02-16,2016-02-22,Cat,Mixed Breed,1 year old
492,2011-07-24,2012-04-30,Cat,Mixed Breed,1 year old
493,2017-12-23,,Cat,Mixed Breed,8 weeks to 12 months old
494,2019-09-16,,Dog,French Bulldog,8 weeks to 12 months old
495,2019-01-16,2019-06-26,Dog,Golden Retriever,0-7 weeks old
496,2017-07-14,,Cat,Mixed Breed,8 years old
497,2013-03-22,2013-04-23,Dog,Mixed Breed,8 years old
498,2016-10-18,,Dog,Chihuahua,8 weeks to 12 months old
499,2014-10-04,2015-04-03,Dog,Mixed Breed,8 weeks to 12 months old
500,2013-08-01,2015-01-28,Dog,Mixed Breed,8 weeks to 12 months old
501,2017-08-20,,Cat,Mixed Breed,8 weeks to 12 months old
502,2015-09-19,2016-08-08,Cat,Mixed Breed,11 years old
503,2015-08-10,,Dog,Mixed Breed,1 year old
504,2019-07-26,2019-10-01,Dog,French Bulldog,8 weeks to 12 months old
505,2015-04-20,2016-12-16,Dog,Mixed Breed,8 weeks to 12 months old
506,2017-02-16,,Dog,Chihuahua,2 years old
507,2012-03-21,2012-09-13,Dog,Mixed Breed,10 years old
508,2016-02-22,,Dog,Mixed Breed,8 weeks to 12 months old
509,2012-09-09,2019-10-08,Dog,Mixed Breed,8 weeks to 12 months old
510,2014-09-30,2014-12-04,Dog,Mixed Breed,8 weeks to 12 months old
511,2018-06-28,,Dog,Golden Retriever,8 weeks to 12 months old
512,2015-03-02,2015-03-31,Dog,Chihuahua,7 years old
513,2012-10-28,,Dog,Mixed Breed,4 years old
514,2017-07-13,2018-04-11,Dog,Great Dane,8 weeks to 12 months old
515,2016-06-03,,Dog,Golden Retriever,8 weeks to 12 months old
516,2017-02-14,2017-06-18,Cat,Mixed Breed,1 year old
517,2011-05-14,2017-04-13,Dog,Mixed Breed,8 weeks to 12 months old
518,2014-03-26,2014-12-29,Cat,Mixed Breed,8 weeks to 12 months old
519,2013-04-28,,Dog,Mixed Breed,8 weeks to 12 months old
520,2010-11-12,2011-03-01,Dog,Mixed Breed,5 years old
521,2013-01-19,,Dog,Mixed Breed,1 year old
522,2014-09-30,,Dog,Great Dane,8 weeks to 12 months old
523,2017-05-26,2017-10-04,Dog,Chihuahua,1 year old
524,2013-06-20,2014-10-15,Dog,Mixed Breed,4 years old
525,2014-05-11,,Dog,Mixed Breed,8 weeks to 12 months old
526,2011-06-30,,Cat,Mixed Breed,1 year old
527,2014-07-18,,Dog,Golden Retriever,8 weeks to 12 months old
528,2015-06-13,,Cat,Mixed Breed,7 years old
529,2014-06-13,2014-12-04,Cat,Mixed Breed,10 years old
530,2013-04-28,2013-10-20,Dog,Mixed Breed,8 weeks to 12 months old
531,2012-07-24,,Dog,Mixed Breed,8 weeks to 12 months old
532,2011-09-19,,Dog,Golden Retriever,8 weeks to 12 months old
533,2014-02-27,,Cat,Mixed Breed,7 years old
534,2017-03-27,2018-03-20,Cat,Mixed Breed,1 year old
535,2014-03-20,2014-08-25,Dog,Mixed Breed,5 years old
536,2016-01-10,,Dog,Mixed Breed,1 year old
537,2013-11-16,,Dog,Mixed Breed,1 year old
538,2012-12-25,,Dog,Mixed Breed,8 weeks to 12 months old
539,2016-01-23,2016-08-26,Cat,Mixed Breed,4 years old
540,2018-12-22,,Cat,Mixed Breed,8 weeks to 12 months old
541,2013-06-09,2017-03-24,Dog,Mixed Breed,1 year old
542,2011-08-12,2015-01-28,Dog,Mixed Breed,8 weeks to 12 months old
543,2016-08-18,,Cat,Mixed Breed,8 weeks to 12 months old
544,2019-01-25,2019-07-17,Dog,Chihuahua,8 weeks to 12 months old
545,2016-02-05,2016-07-12,Cat,Mixed Breed,3 years old
546,2019-07-05,,Cat,Mixed Breed,8 weeks to 12 months old
547,2015-12-07,,Cat,Mixed Breed,7 years old
548,2015-07-28,2018-08-14,Dog,Great Dane,3 years old
549,2016-08-13,,Cat,Mixed Breed,4 years old
550,2015-08-17,2018-04-16,Dog,Mixed Breed,4 years old
551,2019-09-08,,Cat,Mixed Breed,8 weeks to 12 months old
552,2014-11-14,,Dog,Great Dane,4 years old
553,2015-01-07,2019-04-09,Dog,Chihuahua,5 years old
554,2014-12-08,,Dog,Mixed Breed,8 weeks to 12 months old
555,2019-05-08,2019-05-16,Cat,Mixed Breed,7 years old
556,2015-05-13,2017-09-14,Cat,Mixed Breed,4 years old
557,2017-07-03,,Dog,Golden Retriever,8 weeks to 12 months old
558,2019-03-19,,Dog,Golden Retriever,8 weeks to 12 months old
559,2014-08-07,,Dog,Mixed Breed,8 weeks to 12 months old
560,2019-03-12,,Dog,French Bulldog,8 weeks to 12 months old
561,2010-11-29,2017-08-08,Cat,Mixed Breed,4 years old
562,2018-12-13,,Cat,Mixed Breed,8 weeks to 12 months old
563,2010-12-10,2016-06-16,Dog,Mixed Breed,8 weeks to 12 months old
564,2011-02-07,2016-02-21,Dog,Golden Retriever,8 weeks to 12 months old
565,2011-10-28,2017-02-23,Dog,Mixed Breed,8 weeks to 12 months old
566,2013-08-29,,Dog,Chihuahua,9 years old
567,2012-02-10,,Dog,Mixed Breed,8 weeks to 12 months old
568,2017-10-17,2019-10-23,Cat,Mixed Breed,7 years old
569,2019-01-15,,Cat,Mixed Breed,8 weeks to 12 months old
570,2012-12-01,2015-10-13,Dog,Mixed Breed,8 weeks to 12 months old
571,2014-06-12,,Dog,Chihuahua,5 years old
572,2015-10-30,,Cat,Mixed Breed,4 years old
573,2018-08-21,2019-01-09,Cat,Mixed Breed,8 weeks to 12 months old
574,2014-09-12,,Dog,Mixed Breed,8 weeks to 12 months old
575,2016-10-27,,Dog,Golden Retriever,8 weeks to 12 months old
576,2013-10-08,2014-07-29,Dog,Golden Retriever,8 weeks to 12 months old
577,2019-05-20,,Dog,Golden Retriever,8 weeks to 12 months old
578,2018-01-19,2018-12-13,Cat,Mixed Breed,8 weeks to 12 months old
579,2015-09-11,,Dog,Mixed Breed,5 years old
580,2011-06-28,,Dog,Mixed Breed,1 year old
581,2015-04-17,,Dog,French Bulldog,8 weeks to 12 months old
582,2016-03-08,2018-06-29,Dog,Mixed Breed,8 weeks to 12 months old
583,2016-06-16,2019-05-29,Dog,Mixed Breed,2 years old
584,2019-01-07,,Dog,Chihuahua,1 year old
585,2019-02-02,2019-04-03,Dog,Mixed Breed,0-7 weeks old
586,2015-06-25,,Dog,Chihuahua,5 years old
587,2015-03-14,2019-03-18,Cat,Mixed Breed,4 years old
588,2013-12-01,,Dog,Golden Retriever,8 weeks to 12 months old
589,2013-12-27,2016-03-01,Dog,Mixed Breed,1 year old
590,2014-08-14,2015-08-17,Dog,French Bulldog,3 years old
591,2018-09-10,,Dog,Chihuahua,4 years old
592,2015-11-17,,Cat,Mixed Breed,8 weeks to 12 months old
593,2015-10-03,,Dog,Mixed Breed,8 weeks to 12 months old
594,2017-12-14,,Dog,French Bulldog,1 year old
595,2014-04-22,2017-02-21,Dog,Golden Retriever,8 weeks to 12 months old
596,2012-08-15,2013-01-22,Cat,Mixed Breed,8 weeks to 12 months old
597,2011-10-20,2015-12-04,Dog,Mixed Breed,8 weeks to 12 months old
598,2015-03-07,2018-11-27,Dog,Mixed Breed,8 weeks to 12 months old
599,2017-12-23,,Cat,Mixed Breed,1 year old
600,2017-08-15,,Cat,Mixed Breed,4 years old
601,2014-10-04,2018-10-29,Dog,Mixed Breed,4 years old
602,2018-06-24,,Cat,Mixed Breed,8 weeks to 12 months old
603,2016-01-10,2019-04-18,Dog,Mixed Breed,8 weeks to 12 months old
604,2015-09-16,2016-03-08,Dog,Mixed Breed,8 weeks to 12 months old
605,2013-11-30,2015-01-05,Dog,Mixed Breed,8 weeks to 12 months old
606,2011-03-01,2014-02-18,Dog,Mixed Breed,8 weeks to 12 months old
607,2012-04-05,,Dog,Golden Retriever,8 weeks to 12 months old
608,2018-02-17,2018-05-15,Cat,Mixed Breed,8 weeks to 12 months old
609,2018-08-13,2018-11-09,Cat,Mixed Breed,8 weeks to 12 months old
610,2015-03-12,2016-10-11,Dog,Mixed Breed,8 weeks to 12 months old
611,2014-06-12,,Dog,Mixed Breed,1 year old
612,2013-11-17,,Dog,Mixed Breed,8 weeks to 12 months old
613,2014-08-19,2015-12-25,Cat,Mixed Breed,10 years old
614,2012-08-30,,Cat,Mixed Breed,6 years old
615,2018-12-23,,Dog,Great Dane,1 year old
616,2013-04-12,,Cat,Mixed Breed,2 years old
617,2012-06-06,,Dog,Mixed Breed,8 weeks to 12 months old
618,2017-05-24,,Cat,Mixed Breed,8 weeks to 12 months old
619,2017-11-28,2019-01-03,Cat,Mixed Breed,4 years old
620,2012-02-20,2012-05-18,Dog,Mixed Breed,8 weeks to 12 months old
621,2014-06-21,,Cat,Mixed Breed,4 years old
622,2012-07-28,,Cat,Mixed Breed,8 weeks to 12 months old
623,2019-01-14,2019-01-31,Cat,Mixed Breed,9 years old
624,2019-08-10,,Cat,Mixed Breed,1 year old
625,2018-05-02,2019-09-23,Dog,French Bulldog,10 years old
626,2015-06-06,,Dog,Mixed Breed,4 years old
627,2016-09-09,2016-12-10,Cat,Mixed Breed,5 years old
628,2019-03-14,,Cat,Mixed Breed,1 year old
629,2015-06-18,,Dog,Mixed Breed,7 years old
630,2014-05-20,2015-06-18,Dog,Mixed Breed,5 years old
631,2016-04-28,2018-02-01,Dog,Chihuahua,6 years old
632,2019-10-20,,Dog,Mixed Breed,8 weeks to 12 months old
633,2015-01-01,2015-04-16,Dog,Mixed Breed,8 weeks to 12 months old
634,2013-12-27,2014-03-31,Dog,Mixed Breed,8 weeks to 12 months old
635,2012-08-16,2014-11-18,Cat,Mixed Breed,11 years old
636,2016-03-09,2017-10-09,Cat,Mixed Breed,1 year old
637,2016-09-14,,Dog,Mixed Breed,8 weeks to 12 months old
638,2017-12-14,,Cat,Ragdoll,8 weeks to 12 months old
639,2017-11-24,,Dog,Chihuahua,2 years old
640,2016-03-04,2018-09-21,Dog,French Bulldog,8 weeks to 12 months old
641,2015-04-26,2016-07-19,Dog,Mixed Breed,10 years old
642,2016-04-09,2016-04-13,Cat,Ragdoll,5 years old
643,2017-07-19,2019-11-26,Cat,Mixed Breed,8 weeks to 12 months old
644,2010-05-30,2012-03-05,Cat,Ragdoll,2 years old
645,2013-11-15,,Dog,Mixed Breed,4 years old
646,2012-12-17,2018-12-12,Cat,Mixed Breed,9 years old
647,2019-05-03,,Dog,French Bulldog,8 weeks to 12 months old
648,2018-08-20,,Dog,Chihuahua,2 years old
649,2014-02-08,,Dog,Golden Retriever,8 weeks to 12 months old
650,2018-12-30,,Cat,Mixed Breed,2 years old
651,2011-10-17,2017-09-21,Dog,Mixed Breed,8 weeks to 12 months old
652,2016-02-15,2019-04-19,Dog,Mixed Breed,8 weeks to 12 months old
653,2014-04-21,,Dog,Mixed Breed,8 weeks to 12 months old
654,2019-05-22,,Cat,Mixed Breed,8 weeks to 12 months old
655,2019-09-08,,Dog,Golden Retriever,0-7 weeks old
656,2016-08-06,2018-06-27,Cat,Mixed Breed,8 years old
657,2019-05-29,,Cat,Mixed Breed,8 weeks to 12 months old
658,2019-11-07,,Dog,French Bulldog,8 weeks to 12 months old
659,2014-11-10,2015-03-25,Cat,Mixed Breed,8 weeks to 12 months old
660,2016-06-23,,Cat,Mixed Breed,1 year old
661,2017-12-09,2018-06-29,Cat,Mixed Breed,7 years old
662,2016-01-01,2018-12-05,Dog,Mixed Breed,8 weeks to 12 months old
663,2012-06-01,2014-08-22,Dog,Mixed Breed,8 weeks to 12 months old
664,2017-08-07,,Cat,Mixed Breed,4 years old
665,2015-05-11,,Dog,Mixed Breed,8 weeks to 12 months old
666,2015-03-25,2016-02-15,Cat,Mixed Breed,4 years old
667,2013-02-06,,Dog,Golden Retriever,8 weeks to 12 months old
668,2011-02-09,,Dog,Mixed Breed,3 years old
669,2012-01-30,,Dog,Mixed Breed,1 year old
670,2015-03-27,,Cat,Mixed Breed,3 years old
671,2016-03-07,,Dog,Mixed Breed,6 years old
672,2016-02-16,2017-03-15,Dog,Mixed Breed,8 weeks to 12 months old
673,2013-01-28,,Cat,Mixed Breed,8 weeks to 12 months old
674,2018-03-13,2019-01-05,Dog,Golden Retriever,8 weeks to 12 months old
675,2012-03-02,2014-01-08,Cat,Mixed Breed,6 years old
676,2017-09-06,,Cat,Mixed Breed,8 weeks to 12 months old
677,2013-07-29,,Cat,Ragdoll,8 weeks to 12 months old
678,2012-07-03,,Dog,Mixed Breed,8 weeks to 12 months old
679,2015-08-30,,Dog,Mixed Breed,8 weeks to 12 months old
680,2018-07-24,,Cat,Mixed Breed,1 year old
681,2019-10-18,,Dog,French Bulldog,8 weeks to 12 months old
682,2014-12-10,2015-01-09,Dog,Chihuahua,2 years old
683,2011-11-22,,Dog,Mixed Breed,8 weeks to 12 months old
684,2017-04-14,2017-04-23,Cat,Mixed Breed,1 year old
685,2013-11-21,2014-06-25,Dog,French Bulldog,8 weeks to 12 months old
686,2019-07-31,,Cat,Mixed Breed,2 years old
687,2019-08-14,,Dog,Golden Retriever,8 weeks to 12 months old
688,2015-01-14,2017-09-02,Cat,Mixed Breed,7 years old
689,2016-05-28,,Dog,Mixed Breed,8 weeks to 12 months old
690,2012-07-15,2013-02-26,Cat,Mixed Breed,8 weeks to 12 months old
691,2019-04-21,,Cat,Mixed Breed,1 year old
692,2015-02-26,,Dog,Mixed Breed,8 weeks to 12 months old
693,2017-09-02,2017-12-26,Cat,Mixed Breed,8 weeks to 12 months old
694,2015-04-18,,Dog,Mixed Breed,2 years old
695,2019-01-02,,Dog,Chihuahua,9 years old
696,2016-01-13,2016-01-28,Dog,Mixed Breed,10 years old
697,2013-07-26,2014-06-02,Cat,Mixed Breed,8 weeks to 12 months old
698,2016-02-15,2017-11-30,Cat,Mixed Breed,8 weeks to 12 months old
699,2015-02-03,2015-02-19,Dog,Mixed Breed,9 years old
700,2018-09-02,,Cat,Mixed Breed,8 weeks to 12 months old
701,2015-09-14,,Cat,Mixed Breed,8 years old
702,2019-04-17,,Cat,Mixed Breed,9 years old
703,2010-01-21,2015-11-10,Dog,Mixed Breed,8 years old
704,2014-03-25,2015-01-28,Dog,Mixed Breed,8 weeks to 12 months old
705,2018-07-13,2018-12-07,Cat,Mixed Breed,8 weeks to 12 months old
706,2018-08-29,2019-01-02,Cat,Mixed Breed,10 years old
707,2015-03-07,,Dog,Golden Retriever,8 weeks to 12 months old
708,2015-09-20,2015-11-28,Dog,Chihuahua,2 years old
709,2016-01-11,2017-10-27,Dog,Mixed Breed,8 weeks to 12 months old
710,2011-11-15,2013-04-15,Dog,Golden Retriever,5 years old
711,2014-07-08,,Cat,Mixed Breed,11 years old
712,2018-05-03,2018-05-21,Cat,Mixed Breed,8 weeks to 12 months old
713,2010-06-15,2019-07-09,Dog,Mixed Breed,8 weeks to 12 months old
714,2015-12-24,2016-12-23,Dog,Mixed Breed,8 weeks to 12 months old
715,2018-11-03,,Dog,Mixed Breed,8 weeks to 12 months old
716,2013-06-12,,Cat,Mixed Breed,2 years old
717,2018-03-06,,Cat,Mixed Breed,13 years old
718,2016-08-09,2018-07-04,Cat,Mixed Breed,8 weeks to 12 months old
719,2015-05-21,2015-06-20,Dog,Mixed Breed,8 weeks to 12 months old
720,2013-02-16,2015-11-23,Cat,Mixed Breed,10 years old
721,2014-07-15,2017-01-12,Dog,Mixed Breed,9 years old
722,2019-11-20,,Dog,Great Dane,8 weeks to 12 months old
723,2014-05-07,,Dog,Golden Retriever,8 weeks to 12 months old
724,2016-08-23,,Dog,Golden Retriever,8 weeks to 12 months old
725,2017-07-01,,Cat,Mixed Breed,4 years old
726,2013-06-06,,Dog,Mixed Breed,6 years old
727,2017-10-05,,Cat,Mixed Breed,4 years old
728,2012-06-19,2012-11-30,Dog,Mixed Breed,2 years old
729,2018-05-30,2018-12-21,Cat,Mixed Breed,5 years old
730,2016-03-06,,Dog,Mixed Breed,5 years old
731,2016-03-13,2018-07-25,Cat,Mixed Breed,11 years old
732,2010-11-04,2013-09-05,Dog,Mixed Breed,1 year old
733,2016-07-26,2016-11-08,Dog,Mixed Breed,8 weeks to 12 months old
734,2019-01-24,2019-03-18,Cat,Mixed Breed,8 weeks to 12 months old
735,2018-05-16,2019-09-18,Cat,Mixed Breed,2 years old
736,2013-02-19,2017-07-31,Cat,Mixed Breed,1 year old
737,2015-10-30,,Cat,Mixed Breed,8 weeks to 12 months old
738,2015-05-05,2016-01-08,Dog,Mixed Breed,8 years old
739,2010-10-18,2019-02-18,Dog,Mixed Breed,8 weeks to 12 months old
740,2014-07-08,,Cat,Mixed Breed,8 weeks to 12 months old
741,2011-08-11,,Dog,Mixed Breed,3 years old
742,2011-12-19,2018-11-08,Cat,Mixed Breed,6 years old
743,2012-03-01,,Dog,Mixed Breed,2 years old
744,2013-06-23,2013-09-25,Cat,Mixed Breed,6 years old
745,2014-12-28,2015-02-12,Dog,Mixed Breed,8 years old
746,2019-04-04,,Cat,Mixed Breed,2 years old
747,2019-09-02,,Cat,Mixed Breed,8 weeks to 12 months old
748,2014-11-26,2018-01-29,Dog,Mixed Breed,10 years old
749,2014-11-24,2017-09-13,Dog,Mixed Breed,3 years old
750,2012-07-25,,Cat,Mixed Breed,8 weeks to 12 months old
751,2015-02-20,2015-12-04,Dog,Golden Retriever,8 weeks to 12 months old
752,2014-02-11,2019-10-14,Dog,Mixed Breed,5 years old
753,2016-10-18,,Dog,Mixed Breed,1 year old
754,2018-03-08,,Cat,Mixed Breed,8 weeks to 12 months old
755,2016-07-29,2019-01-01,Cat,Mixed Breed,9 years old
756,2017-09-22,,Cat,Mixed Breed,8 weeks to 12 months old
757,2015-04-11,,Dog,Golden Retriever,8 weeks to 12 months old
758,2018-01-23,,Cat,Mixed Breed,4 years old
759,2014-10-31,2015-07-29,Dog,Chihuahua,10 years old
760,2012-01-17,,Dog,French Bulldog,8 weeks to 12 months old
761,2010-07-28,2011-09-09,Dog,Mixed Breed,8 weeks to 12 months old
762,2017-02-18,2017-02-18,Cat,Mixed Breed,8 years old
763,2012-02-28,2013-08-13,Dog,Mixed Breed,3 years old
764,2010-07-02,2012-01-23,Cat,Mixed Breed,8 weeks to 12 months old
765,2017-10-31,,Cat,Mixed Breed,8 years old
766,2015-12-22,,Dog,Mixed Breed,3 years old
767,2015-10-23,2016-02-10,Cat,Mixed Breed,13 years old
768,2018-10-25,,Cat,Mixed Breed,8 weeks to 12 months old
769,2019-11-26,,Dog,Golden Retriever,8 weeks to 12 months old
770,2018-06-24,2018-08-23,Cat,Mixed Breed,8 weeks to 12 months old
771,2019-10-11,,Cat,Mixed Breed,1 year old
772,2015-01-08,2018-10-26,Dog,Great Dane,8 weeks to 12 months old
773,2014-04-25,2015-10-13,Cat,Mixed Breed,6 years old
774,2018-10-22,,Cat,Mixed Breed,1 year old
775,2016-02-11,2018-11-29,Dog,Chihuahua,8 weeks to 12 months old
776,2012-01-24,2012-01-26,Cat,Mixed Breed,8 weeks to 12 months old
777,2018-11-20,,Cat,Mixed Breed,8 weeks to 12 months old
778,2014-06-12,,Dog,Mixed Breed,2 years old
779,2018-06-22,,Cat,Mixed Breed,8 weeks to 12 months old
780,2014-02-07,2014-12-17,Cat,Ragdoll,2 years old
781,2019-11-18,,Dog,Golden Retriever,1 year old
782,2017-03-28,2017-10-24,Cat,Mixed Breed,8 weeks to 12 months old
783,2016-08-09,,Dog,Chihuahua,8 weeks to 12 months old
784,2013-05-30,2014-03-26,Dog,Mixed Breed,8 weeks to 12 months old
785,2016-02-12,,Dog,Mixed Breed,8 weeks to 12 months old
786,2016-10-30,,Dog,Mixed Breed,10 years old
787,2015-01-19,,Cat,Mixed Breed,8 weeks to 12 months old
788,2018-11-22,,Dog,Golden Retriever,5 years old
789,2018-08-12,,Cat,Mixed Breed,1 year old
790,2014-03-17,,Dog,French Bulldog,8 weeks to 12 months old
791,2011-07-27,2019-04-18,Dog,Chihuahua,5 years old
